Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.02,RACE,1765,0.00,16.40,0,48.78,9.08,442.89,52,20,0
2.02,RACE,1869,3.02,16.40,1,49.15,16.12,792.09,100,32,63
3.03,RACE,2074,6.19,16.41,1,48.56,19.14,929.49,100,44,129
4.03,RACE,2409,8.62,16.41,1,48.62,19.90,967.69,100,53,180
5.04,RACE,2851,10.77,16.42,1,49.74,20.05,997.12,100,59,225
6.05,RACE,3363,12.47,16.42,1,48.55,19.56,949.60,100,65,261
7.06,RACE,3939,13.94,16.42,1,48.69,19.32,940.77,100,70,292
8.07,RACE,4556,15.08,16.43,1,49.30,18.18,896.45,100,73,316
9.08,RACE,5183,15.08,16.43,1,27.55,0.25,6.91,100,100,316
10.08,RACE,5580,14.30,16.43,1,26.84,0.17,4.43,100,100,299
11.09,RACE,5999,6.88,16.44,1,25.52,0.17,4.31,100,100,144
12.11,RACE,6326,5.22,16.44,1,24.22,0.10,2.49,100,100,109
13.12,RACE,6671,12.71,16.44,1,23.27,0.10,2.44,100,100,266
14.13,RACE,7158,13.60,16.45,1,22.51,0.11,2.45,100,100,285
15.15,RACE,7620,11.64,16.45,1,22.39,0.02,0.43,100,100,244
16.16,RACE,8111,13.43,16.46,1,51.24,11.19,573.31,100,74,281
17.18,RACE,8586,14.06,16.46,1,46.88,13.51,633.12,100,99,294
18.18,RACE,8952,13.43,16.46,1,25.29,0.08,1.92,100,100,281
19.20,RACE,9342,13.11,16.47,1,24.84,0.08,1.91,100,100,275
20.21,RACE,9772,12.57,16.47,1,23.57,0.13,3.06,100,100,263
21.23,RACE,10169,12.20,16.48,1,22.29,0.18,3.97,100,100,255
22.23,RACE,10550,6.50,16.48,1,21.60,0.07,1.56,100,100,136
23.24,RACE,10903,10.98,16.48,1,19.98,0.12,2.34,100,100,230
24.24,RACE,11239,10.40,16.49,1,18.89,0.00,0.04,100,100,218
25.24,RACE,11573,10.24,16.49,1,18.91,0.07,1.30,100,100,214
26.24,RACE,11936,9.32,16.50,1,17.59,-0.08,-1.39,100,100,195
27.25,RACE,12292,8.36,16.50,1,15.64,0.00,0.00,100,100,175
28.25,RACE,12636,4.91,16.51,1,13.86,0.03,0.35,100,100,103
29.26,RACE,12942,6.95,16.51,1,12.75,-0.00,-0.01,100,100,145
30.26,RACE,13229,6.24,16.52,1,11.06,0.08,0.83,100,100,130
31.27,RACE,13480,5.64,16.52,1,10.40,0.39,4.05,100,100,118
32.29,RACE,13783,6.98,16.53,1,48.76,19.44,947.78,100,47,146
33.29,RACE,14154,8.44,16.53,1,15.27,0.53,8.03,100,100,177
34.30,RACE,14465,7.77,16.54,1,14.70,-0.06,-0.91,100,100,162
35.31,RACE,14781,7.10,16.54,1,13.61,-0.10,-1.32,100,100,149
36.32,RACE,15070,6.48,16.55,1,11.70,0.03,0.39,100,100,135
37.33,RACE,15325,4.31,16.55,1,9.18,0.42,3.84,100,100,90
38.35,RACE,15559,5.08,16.56,1,9.46,0.35,3.36,100,100,106
