Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.01,TEST,211605,0.00,16.40,0,51.12,0.00,0.00,0,0,0
2.01,TEST,211605,0.00,16.40,0,51.17,0.00,0.00,86,0,0
3.02,TEST,211664,1.91,16.41,1,48.86,7.79,380.46,100,22,39
4.02,TEST,211808,4.19,16.42,1,48.85,7.93,387.45,100,27,87
5.03,TEST,212029,5.75,16.42,1,49.11,7.91,388.66,100,32,120
6.03,TEST,212310,6.72,16.43,1,49.45,7.09,350.76,100,36,140
7.04,TEST,212643,8.11,16.43,1,49.81,8.08,402.70,100,40,170
8.04,TEST,213017,9.04,16.44,1,49.16,7.90,388.44,100,43,189
9.05,TEST,213425,9.73,16.44,1,49.62,7.86,390.27,100,45,204
10.05,TEST,213863,10.40,16.45,1,49.73,7.74,384.93,100,47,218
11.06,TEST,214335,11.21,16.45,1,49.45,7.84,387.50,100,50,235
12.06,TEST,214840,11.98,16.45,1,49.43,7.83,386.96,100,53,251
13.08,TEST,215373,12.57,16.46,1,49.43,8.06,398.38,100,55,263
14.08,TEST,215931,13.01,16.46,1,49.76,7.80,387.94,100,56,272
15.10,TEST,216511,13.54,16.46,1,49.83,7.73,385.35,100,58,284
16.11,TEST,217265,14.24,16.46,1,49.53,7.73,382.64,100,61,298
17.13,TEST,217892,14.49,16.46,1,49.71,8.02,398.42,100,62,303
18.15,TEST,218533,14.74,16.47,1,49.55,7.92,392.63,100,63,309
19.17,TEST,219193,15.43,16.47,1,49.62,8.41,417.36,100,65,323
20.18,TEST,219866,15.29,16.47,0,50.89,0.00,0.00,0,0,320
21.19,TEST,220498,13.01,16.47,0,50.94,0.00,0.00,0,0,272
22.19,TEST,220876,4.20,16.48,0,50.94,0.00,0.00,0,0,88
23.19,TEST,220959,1.29,16.48,0,50.96,0.00,0.00,0,0,27
24.20,TEST,220962,1.29,16.49,0,50.97,0.00,0.00,0,0,27
25.20,TEST,220962,0.00,16.50,0,50.99,0.00,0.00,0,0,0
26.22,TEST,220962,0.00,16.51,0,50.97,0.00,0.00,0,0,0
27.22,TEST,220962,0.00,16.51,0,51.03,0.00,0.00,0,0,0
28.22,TEST,220962,0.00,16.52,0,50.99,0.00,0.00,0,0,0
29.22,TEST,220962,0.00,16.53,0,51.03,0.00,0.00,0,0,0
30.24,TEST,220962,0.00,16.54,0,51.05,0.00,0.00,0,0,0
31.25,TEST,220962,0.00,16.55,0,51.05,0.00,0.00,78,0,0
32.24,TEST,220978,0.86,16.55,1,48.72,7.78,378.88,100,18,17
33.26,TEST,221066,2.72,16.56,1,48.94,7.71,377.24,100,23,57
34.26,TEST,221221,4.13,16.57,1,49.20,7.95,391.03,100,27,86
35.27,TEST,221430,5.34,16.57,1,49.34,7.88,388.59,100,31,112
36.28,TEST,221693,6.60,16.58,1,49.36,7.92,391.01,100,35,138
37.28,TEST,221995,7.23,16.58,1,48.99,8.07,395.38,100,37,151
38.29,TEST,222328,7.96,16.59,1,50.01,7.94,397.16,100,39,166
39.29,TEST,222695,8.80,16.59,1,49.57,7.78,385.69,100,42,184
40.29,TEST,223094,9.53,16.60,1,49.18,7.83,384.94,100,44,199
41.29,TEST,223522,10.08,16.60,1,49.52,7.70,381.32,100,46,211
42.30,TEST,223972,10.56,16.61,1,49.22,8.10,398.80,100,48,221
43.30,TEST,224438,10.81,16.61,1,49.55,7.92,392.39,100,49,226
44.31,TEST,224918,11.28,16.61,1,49.85,7.75,386.53,100,50,236
45.33,TEST,225386,10.43,16.62,0,50.89,0.00,0.00,0,0,218
46.34,TEST,225803,8.25,16.62,0,50.92,0.00,0.00,0,0,173
47.35,TEST,226050,4.21,16.63,0,50.94,0.00,0.00,0,0,88
48.36,TEST,226168,1.83,16.63,0,50.96,0.00,0.00,0,0,38
49.38,TEST,226198,0.85,16.64,0,50.97,0.00,0.00,0,0,17
50.39,TEST,226198,0.00,16.65,0,50.99,0.00,0.00,0,0,0
51.39,TEST,226198,0.00,16.66,0,50.94,0.00,0.00,0,0,0
52.40,TEST,226198,0.00,16.67,0,50.96,0.00,0.00,0,0,0
53.41,TEST,226198,0.00,16.67,0,50.97,0.00,0.00,0,0,0
54.42,TEST,226198,0.00,16.68,0,51.03,0.00,0.00,0,0,0
55.43,TEST,226198,0.00,16.69,0,50.97,0.00,0.00,0,0,0
56.45,TEST,226228,1.23,16.70,1,48.83,7.80,380.77,100,20,25
57.45,TEST,226334,3.22,16.71,1,49.20,7.78,382.92,100,25,67
58.46,TEST,226514,4.76,16.71,1,48.97,7.78,380.84,100,29,99
59.46,TEST,226753,6.00,16.72,1,49.02,7.95,389.63,100,33,125
60.47,TEST,227038,6.97,16.72,1,49.43,7.91,390.77,100,36,146
61.48,TEST,227359,7.90,16.73,1,49.46,7.92,391.64,100,39,165
62.48,TEST,227709,8.38,16.73,1,49.55,8.06,399.17,100,41,175
63.49,TEST,228090,9.11,16.74,1,50.01,8.02,401.11,100,43,191
64.49,TEST,228499,9.62,16.74,1,49.62,7.92,393.10,100,45,201
65.50,TEST,228928,10.08,16.75,1,49.46,7.80,386.00,100,46,211
66.51,TEST,229484,10.43,16.75,1,49.45,7.70,380.73,100,48,218
67.52,TEST,229946,10.81,16.75,1,49.43,7.81,385.98,100,49,226
68.53,TEST,230422,10.91,16.76,1,49.43,7.53,372.23,100,49,228
69.54,TEST,230915,11.56,16.76,1,49.62,8.16,404.76,100,51,242
70.54,TEST,231420,11.68,16.76,1,49.59,7.98,395.80,100,52,245
71.57,TEST,231933,11.76,16.77,1,49.67,8.20,407.18,100,52,246
72.58,TEST,232449,11.89,16.77,1,49.57,8.06,399.42,100,53,249
73.59,TEST,232971,12.02,16.77,1,49.29,8.09,398.73,100,53,252
74.60,TEST,233508,12.47,16.78,1,49.36,7.90,389.77,100,55,261
75.61,TEST,234056,12.57,16.78,1,49.59,7.76,384.59,100,55,263
76.62,TEST,234605,12.20,16.78,0,50.80,0.00,0.00,0,0,255
77.63,TEST,234987,5.35,16.79,0,50.83,0.00,0.00,0,0,112
78.64,TEST,235095,1.37,16.80,0,50.83,0.00,0.00,0,0,28
79.65,TEST,235101,0.00,16.80,0,50.87,0.00,0.00,0,0,0
80.66,TEST,235101,0.00,16.81,0,50.89,0.00,0.00,0,0,0
81.66,TEST,235101,0.00,16.82,0,50.87,0.00,0.00,0,0,0
