Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.02,RACE,513965,0.00,16.40,0,50.47,0.00,0.00,0,0,0
2.03,RACE,514126,17.84,16.40,1,50.45,0.57,28.86,100,55,374
3.05,RACE,514865,16.67,16.40,1,50.48,0.16,8.23,100,60,349
4.05,RACE,515587,16.59,16.40,1,50.52,0.00,0.20,100,60,347
5.06,RACE,516308,16.67,16.41,1,49.96,3.38,168.65,100,67,349
6.07,RACE,517030,16.92,16.41,1,50.61,0.76,38.36,100,60,355
7.08,RACE,517752,16.84,16.41,1,50.62,-0.02,-1.21,100,60,353
8.10,RACE,518473,16.42,16.41,1,50.47,0.21,10.70,100,60,344
9.11,RACE,519196,16.18,16.41,1,50.59,0.20,10.32,100,59,339
10.12,RACE,519917,16.26,16.41,1,50.13,1.54,77.20,100,63,341
11.13,RACE,520639,16.67,16.41,1,50.43,1.37,69.29,100,61,349
12.14,RACE,521361,16.67,16.41,1,50.57,0.01,0.40,100,60,349
13.15,RACE,522082,16.59,16.41,1,50.55,0.23,11.78,100,60,347
14.16,RACE,522803,16.18,16.42,1,50.11,1.20,60.04,100,62,339
15.17,RACE,523526,16.76,16.42,1,49.92,3.40,169.63,100,66,351
16.18,RACE,524248,17.10,16.42,1,50.66,0.76,38.65,100,61,358
17.18,RACE,524970,16.42,16.42,1,50.15,2.00,100.10,100,64,344
18.19,RACE,525692,16.67,16.42,1,50.55,0.17,8.64,100,60,349
19.20,RACE,526413,16.34,16.42,1,50.41,0.29,14.87,100,59,342
20.20,RACE,527136,16.34,16.42,1,50.04,2.16,107.99,100,65,342
21.21,RACE,527859,16.75,16.42,1,50.43,1.73,87.24,100,61,351
22.22,RACE,528582,16.34,16.42,1,50.18,1.91,96.00,100,64,342
23.24,RACE,529304,16.84,16.43,1,50.40,1.53,77.26,100,61,353
24.25,RACE,530025,16.75,16.43,1,50.66,0.23,11.75,100,60,351
25.25,RACE,530747,16.50,16.43,1,50.47,0.05,2.42,100,60,346
26.26,RACE,531469,16.50,16.43,1,50.52,0.25,12.78,100,60,346
27.27,RACE,532192,16.75,16.43,1,50.50,0.03,1.46,100,60,351
28.27,RACE,532914,16.59,16.43,1,50.52,0.29,14.45,100,60,347
29.28,RACE,533637,16.84,16.43,1,50.61,0.23,11.79,100,60,353
30.29,RACE,534359,16.75,16.43,1,50.52,0.00,0.10,100,60,351
31.29,RACE,535420,23.20,16.43,0,50.48,0.00,0.00,0,0,486
32.31,RACE,536300,17.46,16.43,0,50.48,0.00,0.00,0,0,366
33.32,RACE,536944,12.38,16.43,0,50.48,0.00,0.00,0,0,259
