Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.02,RACE,537705,0.00,16.40,0,50.52,0.00,0.00,0,0,0
2.03,RACE,538111,16.92,16.40,1,50.40,0.35,17.64,100,41,355
3.04,RACE,538839,16.26,16.40,1,50.18,1.25,62.83,100,63,341
4.05,RACE,539562,16.84,16.40,1,50.38,1.13,56.98,100,61,353
5.06,RACE,540284,16.67,16.40,1,50.40,0.05,2.27,100,60,349
6.07,RACE,541005,16.34,16.40,1,50.45,0.27,13.42,100,60,342
7.08,RACE,541726,16.42,16.41,1,50.06,2.59,129.81,100,66,344
8.09,RACE,542449,16.59,16.41,1,49.92,2.46,122.70,100,65,347
9.09,RACE,543172,16.76,16.41,1,50.47,-0.06,-3.18,100,60,351
10.09,RACE,543894,16.42,16.41,1,50.43,0.19,9.68,100,60,344
11.10,RACE,544614,16.26,16.41,1,50.27,0.45,22.37,100,60,341
12.10,RACE,545336,16.34,16.41,1,50.10,2.23,111.61,100,65,342
13.12,RACE,546059,16.59,16.41,1,50.24,2.40,120.67,100,64,347
14.12,RACE,546782,16.84,16.41,1,50.66,0.02,0.81,100,60,353
15.13,RACE,547504,16.50,16.41,1,50.41,0.27,13.76,100,60,346
16.14,RACE,548227,16.42,16.42,1,50.54,0.37,18.55,100,60,344
17.15,RACE,548948,16.34,16.42,1,50.52,0.39,19.75,100,60,342
18.16,RACE,549670,16.59,16.42,1,50.43,0.19,9.68,100,60,347
19.17,RACE,550391,16.26,16.42,1,50.47,0.40,19.93,100,60,341
20.17,RACE,551112,16.26,16.42,1,50.31,1.38,69.22,100,63,341
21.19,RACE,551835,16.75,16.42,1,50.17,2.58,129.18,100,64,351
22.20,RACE,552558,16.84,16.42,1,50.54,0.02,0.76,100,60,353
23.20,RACE,553280,16.67,16.42,1,50.55,0.04,1.97,100,60,349
24.20,RACE,554002,16.42,16.42,1,50.38,0.31,15.47,100,60,344
25.22,RACE,554724,16.26,16.43,1,50.52,0.38,19.35,100,60,341
26.23,RACE,555447,16.67,16.43,1,49.76,2.98,148.54,100,66,349
27.23,RACE,556169,16.67,16.43,1,50.40,1.58,79.67,100,62,349
28.24,RACE,556892,16.75,16.43,1,50.47,0.02,0.86,100,60,351
29.25,RACE,557614,16.34,16.43,1,50.52,0.29,14.40,100,60,342
30.25,RACE,558336,16.67,16.43,1,50.01,3.14,156.93,100,66,349
31.27,RACE,559060,16.92,16.43,1,50.59,0.22,11.13,100,60,355
32.28,RACE,559783,16.50,16.43,1,50.31,0.02,1.01,100,60,346
33.29,RACE,560505,16.59,16.43,1,50.48,0.02,0.91,100,60,347
34.29,RACE,561227,16.42,16.43,1,50.48,0.23,11.66,100,60,344
35.30,RACE,561948,16.26,16.44,1,50.34,0.47,23.71,100,60,341
36.31,RACE,562671,16.34,16.44,1,50.48,0.20,10.00,100,60,342
37.31,RACE,563393,16.26,16.44,1,50.32,0.91,45.74,100,62,341
38.32,RACE,564296,16.50,16.44,1,50.57,0.04,1.97,100,60,346
39.36,RACE,565018,16.42,16.44,1,50.43,0.24,12.30,100,60,344
40.38,RACE,565741,16.26,16.44,1,50.27,0.32,16.24,100,60,341
41.39,RACE,566462,16.42,16.44,1,49.94,2.73,136.13,100,66,344
42.41,RACE,567185,16.84,16.44,1,50.52,-0.13,-6.57,100,60,353
43.41,RACE,567909,16.67,16.44,1,50.40,-0.01,-0.71,100,60,349
44.41,RACE,568630,16.18,16.44,1,50.31,0.55,27.47,100,61,339
45.42,RACE,569351,16.42,16.45,1,50.11,2.19,109.85,100,64,344
46.42,RACE,570185,24.22,16.45,0,50.45,0.00,0.00,0,0,507
47.45,RACE,571110,18.43,16.44,0,50.45,0.00,0.00,0,0,386
48.46,RACE,571794,13.27,16.45,0,50.50,0.00,0.00,0,0,278
49.46,RACE,572261,8.55,16.45,0,50.55,0.00,0.00,0,0,179
