Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.02,DRIVE,3095,0.00,15.06,0,51.71,0.00,0.00,0,0,0
2.02,DRIVE,3438,26.54,15.10,0,51.38,2.51,129.17,72,100,556
3.02,DRIVE,4590,24.76,15.07,0,51.71,0.00,0.00,0,0,519
4.02,DRIVE,5418,7.09,15.06,0,51.68,0.00,0.00,0,0,148
5.03,DRIVE,5420,0.00,15.13,0,51.71,0.00,0.00,0,0,0
6.05,DRIVE,6052,17.55,15.14,0,51.64,0.00,0.00,0,0,368
7.05,DRIVE,6396,5.67,15.17,0,51.70,0.00,0.00,0,0,118
8.05,DRIVE,6979,26.75,15.19,0,51.19,2.14,109.64,46,100,561
9.06,DRIVE,7521,6.58,15.21,0,51.68,0.00,0.00,0,0,138
10.07,DRIVE,8060,25.33,15.23,0,51.57,0.00,0.00,0,0,531
11.08,DRIVE,8507,8.19,15.26,0,51.68,0.00,0.00,0,0,171
12.08,DRIVE,8897,26.54,15.29,0,51.43,2.27,116.96,83,100,556
13.09,DRIVE,10059,26.75,15.26,0,51.45,2.10,107.99,80,100,561
14.09,DRIVE,11079,19.63,15.23,0,51.66,0.00,0.00,0,0,411
15.10,DRIVE,11759,11.68,15.24,0,51.57,0.00,0.00,0,0,245
16.10,DRIVE,12054,2.85,15.29,0,51.68,0.00,0.00,0,0,59
17.11,DRIVE,12056,0.00,15.35,0,51.68,0.00,0.00,0,0,0
18.11,DRIVE,12056,0.00,15.42,0,51.66,0.00,0.00,0,0,0
19.11,DRIVE,12056,0.00,15.49,0,51.66,0.00,0.00,0,0,0
20.12,DRIVE,12837,25.32,15.49,0,50.61,6.60,334.15,55,100,531
21.13,DRIVE,13973,25.91,15.46,0,50.87,4.29,218.38,52,100,543
22.14,DRIVE,15385,25.92,15.41,0,50.90,4.24,215.63,52,100,543
23.15,DRIVE,16515,25.91,15.37,0,50.90,4.18,212.63,76,100,543
24.17,DRIVE,17646,25.92,15.34,0,50.90,4.20,213.90,83,100,543
25.19,DRIVE,18776,25.92,15.31,0,50.71,4.56,231.34,84,100,543
26.19,DRIVE,19900,25.71,15.28,0,50.71,4.66,236.31,86,100,539
27.20,DRIVE,21025,25.91,15.25,0,50.75,4.57,231.71,95,100,543
28.20,DRIVE,22148,25.71,15.21,1,51.03,4.79,244.48,999,100,539
29.20,DRIVE,23271,26.12,15.18,0,50.75,3.57,181.07,45,100,547
30.20,DRIVE,24129,15.15,15.17,0,51.54,0.00,0.00,0,0,317
31.20,DRIVE,24617,7.57,15.20,0,51.56,0.00,0.00,0,0,158
32.21,DRIVE,24780,1.73,15.26,0,51.54,0.00,0.00,0,0,36
33.22,DRIVE,24780,0.00,15.33,0,51.54,0.00,0.00,0,0,0
34.22,DRIVE,25658,26.54,15.32,0,51.42,2.21,113.58,73,100,556
35.24,DRIVE,26817,26.54,15.28,0,51.33,2.09,107.43,80,100,556
36.25,DRIVE,27976,26.33,15.25,0,51.22,2.38,122.16,81,100,552
37.26,DRIVE,29131,26.54,15.21,0,51.17,2.55,130.38,81,100,556
38.27,DRIVE,30280,26.12,15.17,0,50.99,3.58,182.45,82,100,547
39.27,DRIVE,31408,25.92,15.14,0,50.78,4.68,237.86,82,100,543
40.27,DRIVE,32525,25.52,15.10,0,50.62,5.19,262.68,71,100,535
41.28,DRIVE,33639,25.71,15.07,0,50.66,5.27,266.97,46,100,539
42.28,DRIVE,34649,14.81,15.04,0,51.49,0.00,0.00,0,0,310
43.29,DRIVE,35500,25.52,15.03,0,50.54,5.24,264.55,40,100,535
44.29,DRIVE,36584,22.26,15.00,0,50.96,3.29,167.65,10,84,467
45.30,DRIVE,37463,20.60,14.99,0,50.54,5.09,257.22,18,80,432
46.30,DRIVE,38441,23.86,14.97,0,50.61,5.22,264.26,20,92,500
47.31,DRIVE,39523,25.52,14.93,0,50.59,5.16,261.03,22,100,535
48.31,DRIVE,40638,25.52,14.90,0,50.69,4.97,252.05,52,100,535
49.33,DRIVE,41755,25.72,14.86,0,50.59,4.87,246.36,84,100,539
50.33,DRIVE,42873,25.52,14.82,0,50.54,5.33,269.20,86,100,535
51.33,DRIVE,43984,25.52,14.78,0,50.52,5.26,265.52,44,100,535
52.35,DRIVE,44990,15.43,14.76,0,51.43,0.00,0.00,0,0,323
53.35,DRIVE,45510,12.96,14.78,0,51.20,1.23,63.19,0,46,271
54.35,DRIVE,45631,0.00,14.85,0,51.47,0.00,0.00,0,0,0
55.36,DRIVE,45631,0.00,14.93,0,51.47,0.00,0.00,0,0,0
56.37,DRIVE,45631,0.00,15.01,0,51.49,0.00,0.00,0,0,0
57.37,DRIVE,45631,0.00,15.09,0,51.47,0.00,0.00,0,0,0
58.37,DRIVE,45631,0.00,15.18,0,51.50,0.00,0.00,0,0,0
59.37,DRIVE,45631,0.00,15.26,0,51.50,0.00,0.00,0,0,0
60.39,DRIVE,45631,0.00,15.35,0,51.47,0.00,0.00,0,0,0
61.39,DRIVE,45631,0.00,15.43,0,51.52,0.00,0.00,0,0,0
62.40,DRIVE,45631,0.00,15.52,0,51.50,0.00,0.00,0,0,0
63.40,DRIVE,45631,0.00,15.61,0,51.45,0.00,0.00,0,0,0
64.41,DRIVE,45631,0.00,15.70,0,51.50,0.00,0.00,0,0,0
65.42,DRIVE,45631,0.00,15.79,0,51.56,0.00,0.00,0,0,0
66.42,DRIVE,45631,0.00,15.88,0,51.52,0.00,0.00,0,0,0
67.42,DRIVE,45631,0.00,15.97,0,51.52,0.00,0.00,0,0,0
