Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.01,DRIVE,769102,25.00,16.97,1,48.35,12.46,602.44,100,100,524
2.02,DRIVE,770155,25.20,16.97,1,48.64,11.39,554.01,100,100,528
3.03,DRIVE,771221,25.40,16.97,1,48.71,10.93,532.40,100,100,532
4.04,DRIVE,772296,25.70,16.97,1,48.79,9.96,485.95,100,100,539
5.05,DRIVE,773378,26.10,16.96,1,48.81,9.10,444.17,100,100,547
6.06,DRIVE,774466,25.90,16.96,1,48.88,9.24,451.65,100,100,543
7.07,DRIVE,775559,25.90,16.96,1,49.48,9.04,447.30,100,100,543
8.10,DRIVE,776655,26.10,16.95,1,49.59,8.82,437.38,100,100,547
9.11,DRIVE,777756,26.10,16.95,1,49.11,8.47,415.96,100,100,547
10.12,DRIVE,778864,26.30,16.95,1,49.59,8.10,401.68,100,100,551
11.13,DRIVE,779974,26.50,16.94,1,49.02,7.72,378.43,100,100,555
12.15,DRIVE,781088,26.50,16.94,1,49.22,7.68,378.01,100,100,555
13.16,DRIVE,782205,26.50,16.94,1,49.20,7.40,364.08,100,100,555
14.17,DRIVE,783325,26.70,16.93,1,49.27,7.29,359.18,100,100,560
15.18,DRIVE,784445,26.70,16.93,1,49.08,7.00,343.56,100,100,560
16.18,DRIVE,785568,26.50,16.93,1,49.38,7.31,360.97,100,100,555
17.20,DRIVE,786690,26.70,16.92,1,49.27,7.36,362.63,100,100,560
18.21,DRIVE,787812,26.70,16.92,1,49.36,7.27,358.85,100,100,560
19.22,DRIVE,788933,26.50,16.92,1,49.34,7.42,366.10,100,100,555
20.23,DRIVE,790053,26.70,16.91,1,49.83,7.32,364.76,100,100,560
21.24,DRIVE,791169,26.50,16.91,1,49.27,7.63,375.93,100,100,555
22.26,DRIVE,792284,26.70,16.91,1,49.69,7.67,381.12,100,100,560
23.27,DRIVE,793398,26.70,16.90,1,48.92,7.41,362.50,100,100,560
24.28,DRIVE,794511,26.50,16.90,1,49.27,7.78,383.32,100,100,555
25.29,DRIVE,795620,26.50,16.89,1,49.20,7.91,389.17,100,100,555
26.30,DRIVE,796727,26.30,16.89,1,49.13,8.15,400.41,100,100,551
