Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.00,DRIVE,167486,0.00,15.06,0,50.80,0.00,0.00,0,0,0
2.02,DRIVE,167486,0.00,15.13,0,50.80,0.00,0.00,0,0,0
3.02,DRIVE,167486,0.00,15.19,0,50.82,0.00,0.00,0,0,0
4.03,DRIVE,167486,0.00,15.26,0,50.82,0.00,0.00,0,0,0
5.03,DRIVE,167486,0.00,15.32,0,50.85,0.00,0.00,0,0,0
6.04,DRIVE,167486,0.00,15.39,0,50.82,0.00,0.00,0,0,0
7.04,DRIVE,167486,0.00,15.45,0,50.83,0.00,0.00,0,0,0
8.05,DRIVE,167486,0.00,15.52,0,50.82,0.00,0.00,0,0,0
9.06,DRIVE,167486,0.00,15.59,0,50.80,0.00,0.00,0,0,0
10.06,DRIVE,167486,0.00,15.66,0,50.83,0.00,0.00,0,0,0
11.07,DRIVE,167486,0.00,15.73,0,50.87,0.00,0.00,0,0,0
12.08,DRIVE,167486,0.00,15.79,0,50.87,0.00,0.00,0,0,0
13.09,DRIVE,167486,0.00,15.86,0,50.82,0.00,0.00,0,0,0
14.09,DRIVE,167486,0.00,15.94,0,50.83,0.00,0.00,0,0,0
15.09,DRIVE,167486,0.00,16.01,0,50.83,0.00,0.00,0,0,0
