Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.02,DRIVE,190084,0.00,15.06,0,54.16,0.00,0.00,0,0,0
2.02,DRIVE,190084,0.00,15.13,0,54.16,0.00,0.00,0,0,0
3.03,DRIVE,190103,0.48,15.19,0,53.24,1.80,95.57,74,9,10
4.04,DRIVE,190169,1.81,15.25,0,53.17,2.14,113.89,98,12,37
5.05,DRIVE,190273,2.75,15.31,0,53.05,3.28,174.20,999,17,57
6.08,DRIVE,190422,3.86,15.36,0,53.30,4.08,217.56,999,21,80
7.10,DRIVE,190618,5.03,15.41,0,52.85,5.09,268.89,999,26,105
8.11,DRIVE,190864,6.17,15.46,0,53.10,5.91,313.56,999,30,129
9.12,DRIVE,191157,7.26,15.50,0,52.88,6.81,359.98,999,35,152
10.12,DRIVE,191504,8.62,15.54,0,52.60,7.89,414.93,999,40,180
11.13,DRIVE,191909,9.84,15.57,0,52.79,8.90,469.71,999,46,206
12.16,DRIVE,192490,11.48,15.59,0,52.65,10.10,531.98,999,52,240
13.17,DRIVE,193009,12.47,15.61,0,52.16,10.92,569.63,999,56,261
14.18,DRIVE,193568,13.22,15.64,0,52.94,6.37,337.32,66,54,277
15.23,DRIVE,194139,12.81,15.66,0,54.02,0.00,0.00,0,0,268
16.25,DRIVE,194693,12.33,15.68,0,54.04,0.00,0.00,0,0,258
17.25,DRIVE,195200,10.77,15.71,0,54.05,0.00,0.00,0,0,225
18.25,DRIVE,195630,9.06,15.74,0,54.11,0.00,0.00,0,0,190
19.29,DRIVE,195973,6.88,15.78,0,54.09,0.00,0.00,0,0,144
20.30,DRIVE,196237,5.41,15.83,0,54.05,0.00,0.00,0,0,113
21.32,DRIVE,196438,3.97,15.89,0,54.09,0.00,0.00,0,0,83
22.33,DRIVE,196570,2.36,15.95,0,54.09,0.00,0.00,0,0,49
23.34,DRIVE,196636,1.07,16.02,0,54.09,0.00,0.00,0,0,22
24.34,DRIVE,196656,0.45,16.09,0,54.14,0.00,0.00,0,0,9
25.36,DRIVE,196665,0.19,16.16,0,52.88,2.49,131.68,12,9,3
26.38,DRIVE,196686,0.55,16.24,0,54.09,0.00,0.00,0,0,11
