Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.02,RACE,1,0.00,16.88,0,49.78,0.00,0.00,0,0,0
2.02,RACE,100,3.40,16.89,0,49.76,0.00,0.00,0,0,71
3.03,RACE,209,2.40,16.89,0,49.76,0.00,0.00,0,0,50
4.03,RACE,243,0.80,16.90,0,49.76,0.00,0.00,0,0,16
5.04,RACE,295,1.20,16.91,0,49.80,0.00,0.00,0,0,25
6.04,RACE,333,1.00,16.92,0,49.76,0.00,0.00,0,0,20
7.05,RACE,337,0.00,16.93,0,49.76,0.00,0.00,0,0,0
8.05,RACE,372,1.30,16.93,0,49.78,0.00,0.00,0,0,27
9.05,RACE,409,0.90,16.94,0,49.78,0.00,0.00,0,0,18
10.08,RACE,458,1.20,16.95,0,49.83,0.00,0.00,0,0,25
11.09,RACE,495,0.70,16.96,0,49.76,0.00,0.00,0,0,14
12.10,RACE,532,0.90,16.97,0,49.76,0.00,0.00,0,0,18
13.11,RACE,570,1.00,16.97,0,49.81,0.00,0.00,0,0,20
14.11,RACE,604,0.50,16.98,0,49.78,0.00,0.00,0,0,10
15.12,RACE,651,1.20,16.99,0,49.76,0.00,0.00,0,0,25
16.12,RACE,692,1.00,17.00,0,49.76,0.00,0.00,0,0,20
17.13,RACE,735,1.00,17.01,0,49.76,0.00,0.00,0,0,20
18.13,RACE,787,1.40,17.01,0,49.76,0.00,0.00,0,0,29
19.14,RACE,832,0.90,17.02,0,49.76,0.00,0.00,0,0,18
20.15,RACE,877,0.90,17.03,0,49.76,0.00,0.00,0,0,18
21.15,RACE,927,1.00,17.04,0,49.81,0.00,0.00,0,0,20
22.17,RACE,984,1.10,17.05,0,49.78,0.00,0.00,0,0,23
23.20,RACE,1036,1.20,17.05,0,49.78,0.00,0.00,0,0,25
24.21,RACE,1054,0.00,17.06,0,49.78,0.00,0.00,0,0,0
25.21,RACE,1054,0.00,17.07,0,49.76,0.00,0.00,0,0,0
26.22,RACE,1054,0.00,17.08,0,49.76,0.00,0.00,0,0,0
27.23,RACE,1054,0.00,17.09,0,49.76,0.00,0.00,0,0,0
28.23,RACE,1072,0.90,17.10,0,49.78,0.00,0.00,0,0,18
29.24,RACE,1150,1.70,17.10,0,49.74,0.00,0.00,0,0,35
30.24,RACE,1254,2.20,17.11,0,49.80,0.00,0.00,0,0,46
31.25,RACE,1332,1.90,17.12,0,49.76,0.00,0.00,0,0,39
32.27,RACE,1422,2.00,17.13,0,49.76,0.00,0.00,0,0,41
33.27,RACE,1506,1.80,17.13,0,49.78,0.00,0.00,0,0,37
34.31,RACE,1580,1.40,17.14,0,49.78,0.00,0.00,0,0,29
35.32,RACE,1651,1.50,17.15,0,49.76,0.00,0.00,0,0,31
36.34,RACE,1729,1.60,17.16,0,49.78,0.00,0.00,0,0,33
37.34,RACE,1795,1.40,17.17,0,49.76,0.00,0.00,0,0,29
38.35,RACE,1865,1.50,17.17,0,49.74,0.00,0.00,0,0,31
39.35,RACE,1929,1.40,17.18,0,49.76,0.00,0.00,0,0,29
40.36,RACE,1958,1.40,17.19,0,49.74,0.00,0.00,0,0,29
41.37,RACE,1958,0.00,17.20,0,49.78,0.00,0.00,0,0,0
42.39,RACE,1958,0.00,17.21,0,49.74,0.00,0.00,0,0,0
43.39,RACE,1963,0.00,17.22,0,49.76,0.00,0.00,0,0,0
44.40,RACE,2028,1.40,17.22,0,49.74,0.00,0.00,0,0,29
45.40,RACE,2101,1.80,17.23,0,49.74,0.00,0.00,0,0,37
46.40,RACE,2178,1.40,17.24,0,49.73,0.00,0.00,0,0,29
47.41,RACE,2241,1.40,17.25,0,49.78,0.00,0.00,0,0,29
48.41,RACE,2298,1.60,17.26,0,49.74,0.00,0.00,0,0,33
49.42,RACE,2369,1.50,17.26,0,49.76,0.00,0.00,0,0,31
50.42,RACE,2433,1.30,17.27,0,49.76,0.00,0.00,0,0,27
51.43,RACE,2497,1.20,17.28,0,49.81,0.00,0.00,0,0,25
52.45,RACE,2547,1.60,17.29,0,49.74,0.00,0.00,0,0,33
53.46,RACE,2622,1.70,17.30,0,49.74,0.00,0.00,0,0,35
54.46,RACE,2691,1.30,17.31,0,49.76,0.00,0.00,0,0,27
55.46,RACE,2764,1.50,17.31,0,49.76,0.00,0.00,0,0,31
56.47,RACE,2834,1.30,17.32,0,49.78,0.00,0.00,0,0,27
57.47,RACE,2904,1.70,17.33,0,49.76,0.00,0.00,0,0,35
58.47,RACE,2971,1.60,17.34,0,49.78,0.00,0.00,0,0,33
59.48,RACE,3025,1.30,17.35,0,49.74,0.00,0.00,0,0,27
60.49,RACE,3083,1.10,17.35,0,49.78,0.00,0.00,0,0,23
61.49,RACE,3136,1.10,17.36,0,49.76,0.00,0.00,0,0,23
62.52,RACE,3189,1.20,17.37,0,49.76,0.00,0.00,0,0,25
63.53,RACE,3258,1.40,17.38,0,49.74,0.00,0.00,0,0,29
64.53,RACE,3322,1.90,17.39,0,49.76,0.00,0.00,0,0,39
65.53,RACE,3387,1.20,17.40,0,49.69,0.00,0.00,0,0,25
66.54,RACE,3441,1.20,17.40,0,49.76,0.00,0.00,0,0,25
67.54,RACE,3497,1.30,17.41,0,49.78,0.00,0.00,0,0,27
68.54,RACE,3549,1.30,17.42,0,49.78,0.00,0.00,0,0,27
69.55,RACE,3611,1.40,17.43,0,49.76,0.00,0.00,0,0,29
70.55,RACE,3664,1.30,17.44,0,49.76,0.00,0.00,0,0,27
71.57,RACE,3724,1.70,17.44,0,49.74,0.00,0.00,0,0,35
72.59,RACE,3790,1.50,17.45,0,49.74,0.00,0.00,0,0,31
73.59,RACE,3844,1.10,17.46,0,49.78,0.00,0.00,0,0,23
74.60,RACE,3902,1.20,17.47,0,49.74,0.00,0.00,0,0,25
75.60,RACE,3953,1.10,17.48,0,49.74,0.00,0.00,0,0,23
76.61,RACE,4011,1.50,17.49,0,49.73,0.00,0.00,0,0,31
77.61,RACE,4065,1.00,17.50,0,49.76,0.00,0.00,0,0,20
78.62,RACE,4112,1.10,17.50,0,49.74,0.00,0.00,0,0,23
79.62,RACE,4173,1.50,17.51,0,49.74,0.00,0.00,0,0,31
80.63,RACE,4248,1.60,17.52,0,49.81,0.00,0.00,0,0,33
81.64,RACE,4315,1.50,17.53,0,49.76,0.00,0.00,0,0,31
82.65,RACE,4368,1.30,17.54,0,49.78,0.00,0.00,0,0,27
83.66,RACE,4419,1.90,17.55,0,49.78,0.00,0.00,0,0,39
84.66,RACE,4480,1.10,17.55,0,49.76,0.00,0.00,0,0,23
85.66,RACE,4543,1.40,17.56,0,49.76,0.00,0.00,0,0,29
86.66,RACE,4605,1.70,17.57,0,49.76,0.00,0.00,0,0,35
87.67,RACE,4660,1.50,17.58,0,49.78,0.00,0.00,0,0,31
88.67,RACE,4724,1.40,17.59,0,49.78,0.00,0.00,0,0,29
89.67,RACE,4780,1.10,17.60,0,49.81,0.00,0.00,0,0,23
90.68,RACE,4835,1.40,17.60,0,49.74,0.00,0.00,0,0,29
91.68,RACE,4878,0.80,17.61,0,49.78,0.00,0.00,0,0,16
92.70,RACE,4922,1.10,17.62,0,49.74,0.00,0.00,0,0,23
93.70,RACE,4982,1.40,17.63,0,49.74,0.00,0.00,0,0,29
94.71,RACE,5036,1.50,17.64,0,49.81,0.00,0.00,0,0,31
95.71,RACE,5095,1.80,17.65,0,49.76,0.00,0.00,0,0,37
