Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.03,RACE,315749,0.00,15.06,0,53.21,2.22,118.33,999,9,0
2.06,RACE,315796,1.40,15.12,0,53.57,1.52,81.64,999,9,29
3.08,RACE,315908,2.54,15.18,0,53.08,3.15,167.47,999,16,53
4.10,RACE,316048,3.71,15.23,0,53.23,4.04,215.14,999,21,77
5.11,RACE,316234,4.73,15.28,0,52.90,4.82,254.99,999,24,99
6.15,RACE,316466,5.75,15.33,0,52.96,5.71,302.43,999,29,120
7.17,RACE,316746,6.94,15.38,0,53.06,6.62,351.18,999,34,145
8.19,RACE,317075,8.01,15.42,0,52.92,7.52,397.96,999,39,168
9.22,RACE,317449,9.06,15.45,0,52.90,8.28,438.24,999,42,190
10.25,RACE,317868,10.08,15.49,0,52.52,9.10,478.23,999,47,211
11.27,RACE,318336,11.17,15.51,0,52.74,9.96,525.18,999,51,234
12.30,RACE,318853,12.47,15.54,0,52.34,10.99,575.00,999,56,261
13.33,RACE,319421,13.60,15.56,0,52.42,11.87,622.18,999,61,285
14.37,RACE,320041,14.74,15.58,0,52.60,12.76,671.28,999,65,309
15.40,RACE,320888,16.10,15.57,0,52.31,12.28,642.19,999,70,337
16.43,RACE,321609,16.50,15.58,0,53.82,1.15,61.73,999,59,346
17.47,RACE,322324,16.03,15.59,0,53.95,0.05,2.59,999,55,336
18.50,RACE,323025,15.80,15.60,0,54.11,-0.06,-3.46,999,55,331
19.54,RACE,323709,15.36,15.61,0,54.07,-0.03,-1.84,999,53,322
20.56,RACE,324369,14.94,15.63,0,53.64,3.13,168.05,999,57,313
21.59,RACE,325031,15.29,15.64,0,53.15,7.29,387.33,999,61,320
22.62,RACE,325710,15.80,15.65,0,52.96,7.45,394.58,999,64,331
23.65,RACE,326410,16.10,15.66,0,53.89,3.22,173.75,999,60,337
24.66,RACE,327106,15.95,15.67,0,53.80,0.59,31.80,999,56,334
25.69,RACE,327957,15.36,15.67,0,54.00,0.59,32.02,999,54,322
26.73,RACE,328623,15.22,15.68,0,53.64,3.64,195.46,999,58,319
27.76,RACE,329295,15.43,15.70,0,53.50,4.84,259.13,999,60,323
28.79,RACE,329981,15.95,15.71,0,53.19,4.97,264.14,999,61,334
29.79,RACE,330681,16.18,15.72,0,53.53,3.74,200.00,999,61,339
30.83,RACE,331385,16.10,15.73,0,53.91,0.99,53.16,999,57,337
31.86,RACE,332082,15.87,15.74,0,53.95,0.00,0.00,0,0,332
32.89,RACE,332742,14.12,15.75,0,54.05,0.00,0.00,0,0,296
33.89,RACE,333324,12.42,15.77,0,54.07,0.00,0.00,0,0,260
34.92,RACE,333832,10.21,15.80,0,54.09,0.00,0.00,0,0,214
35.93,RACE,334241,8.19,15.84,0,54.07,0.00,0.00,0,0,171
36.94,RACE,334551,4.97,15.89,0,54.09,0.00,0.00,0,0,104
37.96,RACE,334707,2.04,15.96,0,54.04,0.00,0.00,0,0,42
38.99,RACE,334719,1.26,16.04,0,54.04,0.00,0.00,0,0,26
40.03,RACE,334736,0.60,16.12,0,54.11,0.00,0.00,1,9,12
41.06,RACE,334784,1.45,16.20,0,53.23,1.42,75.53,83,9,30
42.08,RACE,334869,2.29,16.27,0,53.10,2.18,115.65,92,13,47
43.11,RACE,334992,3.25,16.35,0,53.03,3.56,188.73,999,19,68
44.14,RACE,335154,4.08,16.41,0,52.99,4.20,222.46,999,22,85
45.18,RACE,335352,4.91,16.48,0,52.78,5.02,265.15,999,26,103
46.20,RACE,335583,5.57,16.55,0,52.70,5.30,279.07,999,27,116
47.24,RACE,335835,5.89,16.61,0,53.15,4.01,213.20,84,27,123
48.26,RACE,336164,6.09,16.66,0,53.26,2.75,146.68,60,25,127
49.30,RACE,336422,5.74,16.73,0,54.14,0.00,0.00,0,0,120
50.33,RACE,336662,5.22,16.79,0,54.14,0.00,0.00,0,0,109
51.36,RACE,336875,4.61,16.86,0,54.14,0.00,0.00,0,0,96
52.39,RACE,337059,3.80,16.93,0,54.16,0.00,0.00,0,0,79
53.41,RACE,337206,3.08,17.01,0,54.16,0.00,0.00,0,0,64
54.41,RACE,337323,2.44,17.09,0,54.20,0.00,0.00,0,0,51
55.44,RACE,337403,1.22,17.18,0,54.09,0.00,0.00,0,0,25
56.47,RACE,337411,0.20,17.27,0,54.14,0.00,0.00,0,0,4
57.47,RACE,337420,0.20,17.37,0,54.16,0.00,0.00,0,0,4
58.50,RACE,337429,0.22,17.46,0,54.16,0.00,0.00,0,0,4
59.54,RACE,337434,0.22,17.56,0,54.14,0.00,0.00,0,0,4
60.58,RACE,337436,0.00,17.67,0,54.13,0.00,0.00,0,0,0
61.60,RACE,337436,0.00,17.77,0,54.14,0.00,0.00,0,0,0
62.63,RACE,337436,0.00,17.87,0,54.16,0.00,0.00,0,0,0
63.65,RACE,337436,0.00,17.97,0,54.18,0.00,0.00,0,0,0
