Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.10,DRIVE,467865,0.00,15.07,0,49.60,0.00,0.00,0,0,0
2.11,DRIVE,467867,0.00,15.13,0,49.60,0.00,0.00,0,0,0
3.12,DRIVE,467871,0.00,15.20,0,49.64,0.00,0.00,0,0,0
4.12,DRIVE,467874,0.00,15.26,0,49.64,0.00,0.00,0,0,0
5.12,DRIVE,467885,0.21,15.33,0,48.58,2.01,97.80,86,9,4
6.12,DRIVE,467924,1.26,15.39,1,48.83,1.43,70.07,100,9,26
7.12,DRIVE,468028,3.61,15.44,1,46.65,18.49,862.33,100,39,75
8.13,DRIVE,468257,6.45,15.49,1,47.35,19.75,935.06,100,48,135
9.13,DRIVE,468598,8.87,15.53,0,46.77,14.98,700.72,84,52,186
10.14,DRIVE,469028,10.67,15.56,0,47.18,14.64,690.47,81,57,223
11.14,DRIVE,469535,12.47,15.59,1,46.47,19.64,912.62,100,69,261
12.15,DRIVE,470109,13.88,15.60,1,46.19,19.52,901.46,100,74,291
13.16,DRIVE,470745,15.22,15.62,1,45.75,20.04,916.76,100,79,319
14.16,DRIVE,471441,16.50,15.63,1,46.61,20.10,936.92,100,84,346
15.17,DRIVE,472189,17.65,15.63,0,47.25,14.67,693.19,80,83,370
16.17,DRIVE,472960,17.55,15.63,0,49.32,0.00,0.00,0,0,368
17.18,DRIVE,473700,16.67,15.64,0,49.34,0.00,0.00,0,0,349
18.18,DRIVE,474403,15.65,15.65,0,49.34,0.00,0.00,0,0,328
19.20,DRIVE,475048,14.18,15.66,0,49.39,0.00,0.00,0,0,297
20.20,DRIVE,475627,12.42,15.68,0,49.32,0.09,4.64,32,18,260
21.21,DRIVE,476162,12.02,15.70,0,48.44,5.86,283.63,33,53,252
22.21,DRIVE,476683,12.11,15.73,0,47.53,12.22,580.74,67,60,253
23.22,DRIVE,477217,12.33,15.75,0,45.94,15.69,720.72,84,64,258
24.22,DRIVE,477770,12.86,15.77,1,46.00,19.94,917.13,100,71,269
25.23,DRIVE,478346,13.54,15.79,1,44.98,19.89,894.77,100,72,284
26.23,DRIVE,478944,14.06,15.81,1,45.61,19.77,901.85,100,75,294
27.23,DRIVE,479565,14.12,15.83,0,46.88,13.26,621.50,73,69,296
28.24,DRIVE,480185,14.18,15.85,0,47.46,12.48,592.31,70,68,297
29.24,DRIVE,480802,14.24,15.86,0,46.93,12.68,595.12,71,68,298
30.25,DRIVE,481421,13.71,15.88,0,49.25,0.00,0.00,0,0,287
31.26,DRIVE,481991,12.42,15.90,0,49.25,0.00,0.00,0,0,260
32.27,DRIVE,482501,11.02,15.93,0,49.25,0.00,0.00,0,0,231
33.27,DRIVE,482945,9.34,15.97,0,49.32,0.00,0.00,0,0,196
34.28,DRIVE,483310,7.73,16.01,0,49.29,0.00,0.00,0,0,162
35.28,DRIVE,483612,6.06,16.06,0,49.29,0.00,0.00,0,0,127
36.28,DRIVE,483829,4.17,16.12,0,49.34,0.00,0.00,0,0,87
37.29,DRIVE,483950,1.91,16.19,0,49.30,0.00,0.00,0,0,40
38.29,DRIVE,483965,0.95,16.26,0,49.34,0.00,0.00,0,0,19
39.30,DRIVE,483965,0.00,16.35,0,49.41,0.00,0.00,0,0,0
40.30,DRIVE,483965,0.00,16.43,0,49.36,0.00,0.00,0,0,0
41.30,DRIVE,483965,0.00,16.51,0,49.36,0.00,0.00,0,0,0
