Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.03,DRIVE,14081,0.00,16.99,0,52.70,0.00,0.00,0,0,0
2.05,DRIVE,15017,172.40,16.98,1,47.76,14.56,695.39,100,29,3616
3.06,DRIVE,15231,4.60,16.99,1,48.18,18.22,877.84,100,38,96
4.07,DRIVE,15477,7.00,17.00,1,47.33,19.50,922.94,100,47,146
5.07,DRIVE,15818,9.10,17.00,1,46.49,19.99,929.34,100,53,190
6.08,DRIVE,16245,11.10,17.00,1,48.39,19.68,952.32,100,59,232
7.09,DRIVE,16745,12.70,17.01,1,48.04,19.95,958.40,100,64,266
8.10,DRIVE,17310,14.10,17.01,1,48.02,19.75,948.40,100,69,295
9.11,DRIVE,17935,15.60,17.01,1,47.95,19.85,951.81,100,74,327
10.12,DRIVE,18615,16.80,17.01,1,48.42,19.77,957.26,100,78,352
11.13,DRIVE,19345,17.90,17.01,1,49.08,19.88,975.71,100,82,375
12.14,DRIVE,20122,19.10,17.01,1,48.06,19.66,944.86,100,85,400
13.15,DRIVE,20944,20.20,17.01,1,47.33,19.81,937.61,100,89,423
14.16,DRIVE,21809,21.20,17.01,1,47.86,19.90,952.41,100,92,444
15.17,DRIVE,22715,22.30,17.01,1,47.28,19.51,922.43,100,96,467
16.18,DRIVE,23660,23.00,17.01,1,48.56,19.91,966.83,100,99,482
17.19,DRIVE,24640,24.00,17.01,1,48.78,17.14,836.09,100,100,503
18.19,DRIVE,25648,24.60,17.01,1,48.88,15.20,742.98,100,100,516
19.20,DRIVE,26680,24.60,17.00,1,49.25,14.51,714.62,100,100,516
20.21,DRIVE,27728,25.00,17.00,1,49.15,13.41,659.10,100,100,524
21.22,DRIVE,28788,25.40,17.00,1,49.41,12.67,626.02,100,100,532
22.24,DRIVE,29857,25.40,17.00,1,49.59,12.86,637.73,100,100,532
23.24,DRIVE,30933,25.70,16.99,1,49.50,11.54,571.23,100,100,539
24.25,DRIVE,32017,25.90,16.99,1,50.31,11.15,560.96,100,100,543
25.26,DRIVE,33105,26.10,16.99,1,50.38,11.10,559.22,100,100,547
26.27,DRIVE,34196,26.10,16.98,1,50.06,10.89,545.15,100,100,547
27.29,DRIVE,35291,26.10,16.98,1,49.97,10.63,531.18,100,100,547
28.30,DRIVE,36388,26.10,16.98,1,49.99,10.59,529.39,100,100,547
29.30,DRIVE,37485,26.30,16.97,1,49.97,10.73,536.18,100,100,551
30.31,DRIVE,38585,26.30,16.97,1,49.81,10.38,517.03,100,100,551
31.32,DRIVE,39687,26.10,16.97,1,49.99,10.42,520.90,100,100,547
32.33,DRIVE,40788,26.30,16.96,1,49.99,10.44,521.90,100,100,551
33.34,DRIVE,41890,26.10,16.96,1,50.03,10.34,517.31,100,100,547
34.35,DRIVE,42995,26.30,16.96,1,49.96,10.08,503.60,100,100,551
35.35,DRIVE,44104,26.50,16.95,1,50.17,9.52,477.62,100,100,555
36.36,DRIVE,45212,26.50,16.95,1,49.55,9.98,494.51,100,100,555
37.37,DRIVE,46322,26.50,16.95,1,50.13,9.81,491.78,100,100,555
38.37,DRIVE,47432,26.30,16.94,1,49.92,10.02,500.20,100,100,551
39.38,DRIVE,48541,26.50,16.94,1,49.71,10.06,500.08,100,100,555
40.38,DRIVE,49650,26.50,16.94,1,50.17,9.77,490.16,100,100,555
41.41,DRIVE,50760,26.50,16.93,1,50.04,9.51,475.88,100,100,555
42.42,DRIVE,52153,26.50,16.93,1,49.85,9.44,470.58,100,100,555
43.43,DRIVE,53268,26.50,16.92,1,50.15,9.33,467.90,100,100,555
44.43,DRIVE,54383,26.70,16.92,1,50.18,9.28,465.67,100,100,560
45.44,DRIVE,55500,26.50,16.92,1,49.88,9.24,460.89,100,100,555
46.44,DRIVE,56616,26.50,16.91,1,50.08,9.36,468.75,100,100,555
47.44,DRIVE,57732,26.50,16.91,1,50.04,9.58,479.38,100,100,555
48.45,DRIVE,58847,26.50,16.91,1,49.90,9.52,475.05,100,100,555
49.45,DRIVE,59964,26.50,16.90,1,49.78,9.35,465.44,100,100,555
50.46,DRIVE,61083,26.70,16.90,1,50.17,9.20,461.56,100,100,560
51.47,DRIVE,62203,26.50,16.89,1,50.17,9.15,459.06,100,100,555
52.51,DRIVE,63323,26.70,16.89,1,50.18,9.04,453.63,100,100,560
53.51,DRIVE,64442,26.70,16.89,1,50.06,9.17,459.05,100,100,560
54.52,DRIVE,65560,26.70,16.88,1,49.87,9.11,454.32,100,100,560
55.52,DRIVE,66676,26.50,16.88,0,51.68,0.00,0.00,0,0,555
