Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.02,RACE,132994,0.00,16.40,0,52.72,0.00,0.00,0,0,0
2.04,RACE,132994,0.00,16.40,0,52.77,0.00,0.00,0,0,0
3.07,RACE,132994,0.00,16.41,0,52.77,0.00,0.00,0,0,0
4.08,RACE,133005,1.02,16.42,0,49.87,10.61,528.99,82,22,21
5.11,RACE,133103,3.21,16.43,1,49.76,5.09,253.03,100,36,67
6.13,RACE,133275,4.53,16.43,1,52.51,9.66,507.31,100,38,95
7.15,RACE,133492,5.39,16.44,1,34.44,3.15,108.66,100,13,112
8.17,RACE,133738,6.12,16.45,1,50.57,9.29,469.80,100,38,128
9.18,RACE,134013,6.61,16.45,1,38.43,6.99,268.46,100,29,138
10.20,RACE,134309,7.10,16.46,1,47.16,9.31,439.09,100,39,149
11.20,RACE,134621,7.10,16.46,1,43.43,11.88,515.81,100,25,149
12.23,RACE,134969,8.92,16.46,1,51.59,9.67,498.63,100,57,187
13.25,RACE,135411,10.91,16.47,1,49.88,13.25,660.78,100,57,228
14.27,RACE,135916,12.21,16.47,1,48.79,13.77,672.14,100,70,256
15.30,RACE,136474,13.04,16.47,1,41.42,9.98,413.41,100,60,273
16.32,RACE,137046,12.86,16.48,1,50.62,7.40,374.56,100,62,269
17.34,RACE,137623,12.91,16.48,1,35.71,10.74,383.39,100,47,270
18.37,RACE,138197,13.41,16.48,1,51.31,9.65,495.03,100,65,281
19.40,RACE,138803,14.17,16.48,1,33.05,10.13,334.87,100,67,297
20.42,RACE,139443,14.96,16.49,1,50.45,11.29,569.46,100,71,313
21.44,RACE,140109,15.16,16.49,1,29.89,7.60,227.22,100,74,317
22.44,RACE,140795,15.70,16.49,1,40.81,10.30,420.32,100,70,329
23.46,RACE,141488,15.65,16.49,1,35.14,7.44,261.51,100,35,328
24.49,RACE,142151,14.94,16.49,1,50.55,10.45,528.43,100,68,313
25.51,RACE,142814,15.35,16.49,1,50.25,14.49,728.38,100,70,322
26.52,RACE,143487,15.48,16.49,1,42.99,11.39,489.64,100,69,324
27.54,RACE,144167,15.63,16.50,1,44.40,8.87,393.58,100,71,327
28.56,RACE,144852,15.29,16.50,1,39.44,13.03,513.77,100,62,320
29.58,RACE,145511,15.24,16.50,1,48.46,8.90,431.05,100,77,319
30.59,RACE,146194,15.78,16.50,1,40.44,10.00,404.31,100,70,330
31.61,RACE,146885,15.50,16.50,1,35.53,11.30,401.64,100,56,325
32.62,RACE,147546,14.74,16.50,1,34.65,0.37,12.96,100,1,309
33.64,RACE,148182,14.71,16.50,1,50.48,11.99,605.09,100,66,308
34.66,RACE,148848,15.63,16.51,1,49.60,9.34,463.49,100,72,327
35.68,RACE,149552,16.34,16.51,1,40.70,9.73,396.24,100,71,342
36.70,RACE,150454,16.18,16.51,1,35.07,7.78,272.84,100,34,339
37.72,RACE,151155,15.89,16.51,1,35.32,11.84,418.26,100,53,333
38.74,RACE,151850,16.20,16.51,1,50.52,10.26,518.11,100,72,339
39.77,RACE,152578,17.01,16.51,1,41.83,9.53,398.50,100,73,356
40.79,RACE,153305,16.34,16.51,1,42.88,17.35,744.25,100,39,342
41.82,RACE,154002,15.58,16.51,1,43.06,16.68,718.11,100,37,326
42.84,RACE,154690,15.59,16.51,1,36.11,12.91,466.28,100,56,326
43.87,RACE,155363,15.67,16.51,1,51.43,10.12,520.66,100,71,328
44.88,RACE,156043,15.27,16.51,1,51.96,4.34,225.51,100,58,320
45.90,RACE,156722,15.71,16.52,1,52.15,6.63,345.89,100,25,329
46.92,RACE,157414,16.07,16.52,1,51.43,10.67,548.79,100,71,337
47.94,RACE,158130,16.55,16.52,1,42.50,9.51,404.15,100,72,347
48.96,RACE,158857,16.26,16.52,1,34.62,0.75,26.07,100,3,341
49.98,RACE,159565,16.04,16.52,1,34.63,11.90,411.97,100,58,336
51.00,RACE,160256,15.43,16.52,1,42.85,16.31,698.87,100,37,323
52.02,RACE,160958,16.49,16.52,1,33.47,9.68,324.02,100,71,345
53.02,RACE,161692,17.17,16.52,1,33.37,11.52,384.47,100,72,360
54.03,RACE,162425,16.67,16.52,1,35.95,12.48,448.77,100,57,349
55.05,RACE,163143,16.26,16.53,1,42.69,16.74,714.80,100,35,341
56.07,RACE,163840,15.51,16.53,1,42.69,16.75,715.01,100,35,325
57.09,RACE,164536,15.88,16.53,1,35.37,11.83,418.60,100,58,333
58.11,RACE,165229,15.36,16.53,1,34.69,2.11,73.29,100,9,322
59.14,RACE,165908,15.94,16.53,1,51.84,10.29,533.20,100,71,334
60.16,RACE,166609,16.11,16.53,1,50.59,9.33,472.04,100,71,337
61.18,RACE,167329,16.34,16.53,1,35.46,11.85,420.35,100,57,342
62.20,RACE,168193,15.15,16.53,1,42.97,15.24,654.81,100,33,317
63.22,RACE,168855,14.98,16.53,1,43.39,13.01,564.60,100,68,314
64.23,RACE,169529,15.37,16.53,1,44.98,10.00,449.77,100,70,322
65.25,RACE,170211,15.50,16.54,1,42.18,10.56,445.38,100,69,325
66.28,RACE,170895,15.67,16.54,1,51.26,9.94,509.60,100,70,328
67.29,RACE,171580,15.28,16.54,1,52.08,7.56,393.70,100,33,320
68.32,RACE,172257,15.76,16.54,1,42.64,11.38,485.22,100,71,330
69.35,RACE,172952,16.42,16.54,1,44.01,9.02,397.01,100,71,344
70.37,RACE,173636,15.15,16.54,1,42.97,15.33,658.63,100,38,317
71.39,RACE,174301,15.32,16.54,1,50.43,10.75,541.97,100,69,321
72.41,RACE,174981,15.43,16.55,1,35.18,8.09,284.70,100,37,323
