Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.00,RACE,75310,0.00,16.88,0,49.74,0.00,0.00,0,0,0
2.01,RACE,75310,0.00,16.89,0,49.76,0.00,0.00,0,0,0
3.01,RACE,75310,0.00,16.90,0,49.74,0.00,0.00,0,0,0
4.01,RACE,75310,0.00,16.90,0,49.76,0.00,0.00,0,0,0
5.02,RACE,75310,0.00,16.91,0,49.74,0.00,0.00,0,0,0
6.03,RACE,75310,0.00,16.92,0,49.74,0.00,0.00,0,0,0
7.03,RACE,75310,0.00,16.93,0,49.73,0.00,0.00,0,0,0
8.03,RACE,75310,0.00,16.94,0,49.74,0.00,0.00,0,0,0
9.04,RACE,75310,0.00,16.95,0,49.78,0.00,0.00,0,0,0
10.06,RACE,75310,0.00,16.95,0,49.74,0.00,0.00,0,0,0
11.07,RACE,75310,0.00,16.96,0,49.74,0.00,0.00,0,0,0
12.08,RACE,75310,0.00,16.97,0,49.74,0.00,0.00,0,0,0
13.09,RACE,75310,0.00,16.98,0,49.76,0.00,0.00,0,0,0
14.09,RACE,75310,0.00,16.99,0,49.78,0.00,0.00,0,0,0
15.10,RACE,75310,0.00,17.00,0,49.76,0.00,0.00,0,0,0
16.10,RACE,75310,0.00,17.00,0,49.78,0.00,0.00,0,0,0
17.11,RACE,75310,0.00,17.01,0,49.76,0.00,0.00,0,0,0
