Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.0,RACE,6,0.0,16.4,0,51.82,0.0,0.0,0,0,0
2.01,RACE,6,0.0,16.4,0,51.84,0.0,0.0,0,0,0
3.02,RACE,6,0.0,16.41,0,51.85,0.0,0.0,0,0,0
4.02,RACE,6,0.0,16.42,0,51.84,0.0,0.0,0,0,0
5.03,RACE,6,0.0,16.43,0,51.87,0.0,0.0,0,0,0
6.04,RACE,6,0.0,16.44,0,51.84,0.0,0.0,0,0,0
7.05,RACE,6,0.0,16.44,0,51.85,0.0,0.0,0,0,0
8.06,RACE,6,0.0,16.45,0,51.84,0.0,0.0,0,0,0
9.06,RACE,7,0.0,16.46,0,51.84,0.0,0.0,0,0,0
10.07,RACE,9,0.0,16.47,0,51.84,0.0,0.0,0,0,0
11.07,RACE,11,0.0,16.48,0,51.84,0.0,0.0,0,0,0
12.1,RACE,11,0.0,16.48,0,51.85,0.0,0.0,0,0,0
13.11,RACE,11,0.0,16.49,0,51.87,0.0,0.0,0,0,0
14.12,RACE,36,0.7,16.5,0,49.22,4.03,198.36,26,14,14
15.13,RACE,113,2.5,16.51,0,48.44,6.78,328.42,37,21,52
16.13,RACE,371,4.0,16.51,0,49.53,7.75,383.86,37,26,83
17.16,RACE,673,5.1,16.52,0,47.99,9.12,437.67,50,31,106
18.16,RACE,1264,5.8,16.52,0,51.56,0.0,0.0,0,0,121
19.17,RACE,1566,6.4,16.52,0,48.0,10.0,480.0,56,37,134
20.19,RACE,1888,8.3,16.53,0,46.61,14.38,670.25,80,47,174
21.2,RACE,2282,9.5,16.53,0,47.56,13.41,637.78,76,50,199
22.23,RACE,2726,10.7,16.54,0,48.06,11.63,558.94,63,52,224
23.24,RACE,3214,11.6,16.54,0,48.02,13.77,661.24,76,57,243
24.25,RACE,3731,11.9,16.54,0,49.46,11.09,548.51,63,56,249
25.26,RACE,4256,12.0,16.55,0,49.53,5.95,294.7,28,49,251
26.26,RACE,4773,11.8,16.55,0,47.72,11.89,567.39,67,56,247
27.27,RACE,5292,12.1,16.55,0,47.6,13.71,652.6,75,59,253
28.28,RACE,5833,12.9,16.55,0,47.84,13.95,667.37,76,62,270
29.3,RACE,6422,14.0,16.56,1,47.53,12.05,572.74,100,64,293
30.3,RACE,7051,14.6,16.56,1,48.44,12.09,585.64,100,66,306
31.31,RACE,7708,15.2,16.56,1,47.58,11.88,565.25,100,68,318
32.32,RACE,8386,15.7,16.56,1,48.21,11.86,571.77,100,69,329
33.33,RACE,9088,16.2,16.56,1,48.99,12.02,588.86,100,71,339
34.35,RACE,9812,16.5,16.56,1,50.68,2.61,132.27,100,61,346
35.37,RACE,10722,16.5,16.56,1,50.34,4.53,228.04,100,63,346
36.38,RACE,11450,16.5,16.56,1,50.85,1.72,87.46,100,60,346
37.4,RACE,12178,16.6,16.56,1,49.39,6.49,320.54,100,66,348
38.44,RACE,12907,16.8,16.56,1,47.09,18.11,852.8,100,80,352
39.44,RACE,13632,16.4,16.57,1,48.23,11.77,567.67,100,72,344
40.44,RACE,14329,15.6,16.57,1,47.62,11.96,569.54,100,69,327
41.45,RACE,15000,15.0,16.57,1,47.86,11.84,566.66,100,67,314
42.47,RACE,15665,15.4,16.57,1,47.95,12.05,577.8,100,68,323
43.51,RACE,16353,15.8,16.57,1,48.14,12.07,581.05,100,70,331
44.51,RACE,17064,16.5,16.57,1,48.88,11.9,581.67,100,73,346
45.53,RACE,17791,16.7,16.57,1,48.97,7.76,380.01,100,68,350
46.56,RACE,18519,16.6,16.57,1,50.1,4.26,213.43,100,63,348
47.59,RACE,19250,16.8,16.57,1,50.9,-0.01,-0.51,100,57,352
48.62,RACE,19982,16.9,16.58,0,47.28,16.87,797.61,94,79,354
49.62,RACE,20742,17.9,16.58,0,48.35,14.39,695.76,80,80,375
50.62,RACE,21533,18.4,16.58,0,47.95,15.51,743.7,85,83,385
51.63,RACE,22321,17.6,16.58,0,51.24,0.0,0.0,0,0,369
52.63,RACE,23055,16.1,16.58,1,46.37,18.12,840.22,100,78,337
53.63,RACE,23749,15.7,16.58,0,47.58,15.38,731.78,86,74,329
54.64,RACE,24435,15.7,16.58,1,46.54,17.89,832.6,100,77,329
55.65,RACE,25136,16.2,16.58,1,47.7,12.06,575.26,100,72,339
56.67,RACE,25859,16.5,16.58,1,48.62,8.15,396.25,100,69,346
57.7,RACE,26588,16.6,16.58,1,48.48,10.29,498.86,100,70,348
