Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.02,DRIVE,209871,0.00,15.06,0,54.14,0.00,0.00,0,0,0
2.03,DRIVE,209883,0.18,15.13,0,53.08,2.18,115.51,76,9,3
3.05,DRIVE,209934,1.44,15.19,0,53.24,2.30,122.46,999,12,30
4.07,DRIVE,210019,2.26,15.25,0,52.94,2.90,153.57,999,14,47
5.09,DRIVE,210141,3.18,15.30,0,52.90,3.55,187.70,999,18,66
6.10,DRIVE,210302,4.12,15.35,0,53.21,4.25,226.24,999,22,86
7.12,DRIVE,210500,4.93,15.40,0,53.10,4.88,259.07,999,25,103
8.13,DRIVE,210733,5.75,15.45,0,53.05,5.56,294.78,999,28,120
9.14,DRIVE,211002,6.61,15.50,0,52.83,6.30,332.99,999,32,138
10.16,DRIVE,211309,7.44,15.54,0,52.81,6.91,364.88,999,35,156
11.17,DRIVE,211650,8.21,15.58,0,52.67,7.54,396.96,999,39,172
12.19,DRIVE,212024,8.94,15.61,0,52.81,8.09,427.46,999,41,187
13.20,DRIVE,212429,9.59,15.65,0,52.72,8.25,434.75,999,43,201
14.22,DRIVE,212863,10.18,15.68,0,53.14,7.86,417.81,98,45,213
15.22,DRIVE,213316,10.70,15.71,0,52.27,8.14,425.28,96,47,224
16.23,DRIVE,213790,10.98,15.74,0,52.52,6.44,338.10,77,46,230
17.24,DRIVE,214264,10.50,15.77,0,53.87,0.00,0.00,0,0,220
18.25,DRIVE,214702,9.64,15.80,0,53.95,0.00,0.00,0,0,202
19.26,DRIVE,215102,8.78,15.84,0,53.95,0.00,0.00,0,0,184
20.26,DRIVE,215467,8.03,15.88,0,54.00,0.00,0.00,0,0,168
21.28,DRIVE,215774,6.28,15.92,0,54.02,0.00,0.00,0,0,131
22.30,DRIVE,216008,4.61,15.98,0,53.96,0.00,0.00,0,0,96
23.31,DRIVE,216174,3.45,16.04,0,54.05,0.00,0.00,0,0,72
24.33,DRIVE,216324,2.22,16.10,0,54.02,0.00,0.00,0,0,46
25.33,DRIVE,216393,1.32,16.17,0,54.04,0.00,0.00,0,0,27
26.34,DRIVE,216438,0.95,16.24,0,54.05,0.00,0.00,0,0,19
27.36,DRIVE,216469,0.70,16.31,0,53.06,2.28,120.83,14,9,14
28.39,DRIVE,216493,0.90,16.39,0,53.98,0.00,0.00,0,0,18
29.40,DRIVE,216493,0.00,16.47,0,54.05,0.00,0.00,0,0,0
