Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.03,RACE,99992,0.0,16.4,0,52.8,0.0,0.0,0,0,0
2.05,RACE,99992,0.0,16.4,0,52.8,0.0,0.0,0,0,0
3.08,RACE,100031,1.32,16.41,0,49.9,12.54,625.97,88,26,27
4.11,RACE,100162,4.29,16.42,1,33.98,3.37,114.39,100,16,89
5.14,RACE,100368,5.05,16.43,1,48.39,9.13,441.74,100,35,105
6.16,RACE,100604,5.72,16.43,1,34.28,5.65,193.62,100,24,119
7.19,RACE,100869,6.4,16.44,1,35.0,4.35,152.13,100,18,134
8.21,RACE,101155,6.73,16.44,0,34.28,6.59,225.95,94,28,141
9.23,RACE,101459,7.21,16.45,1,33.09,6.65,220.02,100,28,151
10.26,RACE,101781,7.61,16.45,1,37.06,7.39,273.7,100,32,159
11.26,RACE,102139,9.11,16.46,1,51.87,5.48,284.1,100,61,191
12.27,RACE,102585,11.0,16.46,1,48.83,9.66,471.83,100,67,230
13.3,RACE,103102,12.37,16.46,1,51.61,10.94,564.54,100,59,259
14.3,RACE,103670,13.28,16.46,1,50.66,11.67,591.04,100,64,278
15.31,RACE,104271,14.08,16.47,1,50.59,6.55,331.5,100,70,295
16.33,RACE,104896,14.53,16.47,1,50.45,13.39,675.55,100,67,304
17.35,RACE,105550,15.11,16.47,1,50.59,7.28,368.13,100,71,316
18.38,RACE,106231,15.49,16.47,1,51.43,8.22,422.83,100,70,324
19.41,RACE,106934,16.16,16.47,1,9.36,9.84,92.06,100,70,338
20.43,RACE,107636,15.73,16.47,1,44.08,17.21,758.53,100,36,329
21.45,RACE,108486,15.01,16.47,1,35.0,10.49,367.26,100,45,314
22.49,RACE,109155,15.21,16.47,1,51.54,10.36,534.09,100,66,319
23.53,RACE,109834,15.62,16.48,1,50.76,9.98,506.78,100,68,327
24.55,RACE,110514,15.22,16.48,1,36.89,12.55,462.88,100,67,319
25.58,RACE,111184,15.48,16.48,1,50.76,8.2,416.32,100,69,324
26.59,RACE,111866,15.49,16.48,1,51.61,9.0,464.58,100,70,324
27.62,RACE,112548,15.34,16.48,1,36.45,5.78,210.8,100,65,321
28.65,RACE,113207,15.05,16.48,1,44.2,12.29,543.34,100,71,315
29.67,RACE,113886,15.41,16.48,1,37.64,13.5,508.02,100,60,323
30.7,RACE,114581,16.34,16.49,1,50.01,10.32,516.08,100,72,342
31.73,RACE,115303,16.64,16.49,1,39.95,10.37,414.4,100,72,349
32.73,RACE,116024,16.26,16.49,1,35.29,8.05,284.01,100,32,341
33.75,RACE,116726,15.88,16.49,1,35.43,13.26,469.71,100,56,333
34.78,RACE,117413,15.67,16.49,1,50.75,9.93,503.71,100,70,328
35.8,RACE,118125,16.69,16.49,1,40.46,9.91,401.0,100,71,350
36.83,RACE,118840,16.03,16.49,1,34.58,1.62,56.16,100,7,336
37.85,RACE,119536,15.8,16.49,1,35.83,12.25,438.77,100,56,331
38.87,RACE,120223,15.69,16.49,1,41.67,9.74,405.95,100,69,329
39.89,RACE,120908,15.36,16.5,1,52.26,5.44,284.03,100,23,322
40.92,RACE,121769,16.19,16.5,1,34.16,9.79,334.28,100,71,339
41.94,RACE,122493,16.75,16.5,1,33.91,9.21,312.2,100,72,351
42.96,RACE,123220,16.26,16.5,1,35.04,6.18,216.58,100,26,341
43.99,RACE,123923,15.63,16.5,1,36.34,12.39,450.14,100,57,327
45.01,RACE,124606,15.35,16.5,1,32.86,8.14,267.4,100,74,322
46.03,RACE,125295,15.66,16.5,1,35.14,13.32,468.01,100,56,328
47.06,RACE,125975,15.61,16.5,1,44.5,10.22,454.81,100,71,327
48.08,RACE,126681,15.87,16.5,1,43.04,9.79,421.51,100,43,332
49.1,RACE,127374,15.72,16.51,1,42.95,16.82,722.62,100,35,329
50.12,RACE,128071,15.94,16.51,1,42.99,9.5,408.31,100,70,334
51.15,RACE,128774,15.72,16.51,1,36.59,12.3,450.09,100,57,329
52.18,RACE,129465,16.53,16.51,1,52.07,-58.6,-3051.17,100,100,346
53.2,RACE,130175,15.95,16.51,1,11.05,5.05,55.83,100,12,334
54.22,RACE,130826,13.54,16.51,1,11.08,2.43,26.95,100,5,284
55.25,RACE,131346,10.7,16.51,0,52.29,0.0,0.0,0,0,224
56.25,RACE,131729,7.28,16.52,0,52.31,0.0,0.0,0,0,152
57.28,RACE,131947,3.24,16.52,0,52.35,0.0,0.0,0,0,67
58.3,RACE,131998,1.16,16.53,0,52.37,0.0,0.0,0,0,24
59.33,RACE,131998,0.0,16.54,0,52.37,0.0,0.0,0,0,0
60.37,RACE,131998,0.0,16.55,0,52.38,0.0,0.0,0,0,0
61.39,RACE,131998,0.0,16.56,0,52.35,0.0,0.0,0,0,0
62.39,RACE,131998,0.0,16.57,0,52.42,0.0,0.0,0,0,0
