Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.04,RACE,264390,0.0,16.4,0,52.79,0.0,0.0,0,0,0
2.04,RACE,264390,0.0,16.4,0,52.77,0.0,0.0,0,0,0
3.04,RACE,264431,1.8,16.41,1,49.32,14.84,731.69,100,29,37
4.04,RACE,264562,4.3,16.42,1,49.99,17.4,869.83,100,37,90
5.05,RACE,264814,6.98,16.42,1,49.67,19.38,962.58,100,47,146
6.05,RACE,265171,9.37,16.43,1,49.36,20.12,993.21,100,55,196
7.07,RACE,265616,10.98,16.43,1,50.22,19.9,999.16,100,60,230
8.09,RACE,266139,12.86,16.44,1,49.99,20.07,1003.25,100,66,269
9.09,RACE,266730,14.12,16.44,1,49.29,19.84,977.95,100,70,296
10.11,RACE,267371,15.08,16.44,1,49.48,19.85,982.08,100,74,316
11.12,RACE,268047,15.72,16.44,1,49.99,20.07,1003.3,100,76,329
12.13,RACE,268752,17.37,16.44,1,50.18,19.34,970.41,100,81,364
13.14,RACE,269471,16.42,16.44,1,51.27,8.37,429.06,100,68,344
14.14,RACE,270187,16.67,16.44,1,50.54,13.06,659.89,100,71,349
15.15,RACE,270906,16.5,16.45,1,51.56,6.16,317.43,100,65,346
16.16,RACE,271623,16.42,16.45,1,51.4,7.91,406.45,100,67,344
17.16,RACE,272341,16.26,16.45,1,51.61,5.56,286.94,100,64,341
18.17,RACE,273058,16.42,16.45,1,51.13,9.49,485.11,100,68,344
19.18,RACE,273775,16.5,16.45,1,51.08,12.56,641.32,100,72,346
20.18,RACE,274493,16.26,16.45,1,51.17,10.24,523.77,100,69,341
21.2,RACE,275216,16.42,16.45,1,51.52,5.93,305.26,100,65,344
22.22,RACE,275936,16.42,16.45,1,50.55,15.73,795.15,100,75,344
23.22,RACE,276660,16.42,16.45,1,50.66,9.77,495.04,100,69,344
24.23,RACE,277381,16.59,16.46,1,50.75,11.96,606.98,100,71,347
25.24,RACE,278104,16.42,16.46,1,51.33,8.36,428.89,100,68,344
26.26,RACE,278826,16.42,16.46,1,51.27,7.96,408.19,100,68,344
27.28,RACE,279549,16.5,16.46,1,50.92,7.98,406.1,100,67,346
28.28,RACE,280270,16.59,16.46,1,51.01,9.05,461.64,100,69,347
29.28,RACE,280993,16.59,16.46,1,51.57,5.27,271.84,100,65,347
30.3,RACE,281714,16.5,16.46,1,51.2,8.54,437.03,100,68,346
31.3,RACE,282437,16.59,16.46,1,51.68,4.12,213.02,100,63,347
32.31,RACE,283159,16.5,16.46,1,51.49,6.5,334.45,100,66,346
33.32,RACE,283880,16.5,16.47,1,51.15,6.99,357.55,100,67,346
34.32,RACE,284603,16.5,16.47,1,51.66,4.75,245.54,100,64,346
35.32,RACE,285325,16.42,16.47,1,51.78,3.68,190.41,100,62,344
36.34,RACE,286046,16.42,16.47,1,51.29,6.3,323.09,100,65,344
37.35,RACE,286769,16.59,16.47,1,51.7,4.68,241.68,100,64,347
38.36,RACE,287490,16.34,16.47,1,51.33,6.32,324.64,100,65,342
39.36,RACE,288213,16.76,16.47,1,51.87,3.27,169.62,100,64,351
40.37,RACE,288934,16.42,16.47,1,51.43,6.68,343.68,100,66,344
41.4,RACE,289657,16.67,16.47,1,51.4,3.77,193.61,100,63,349
42.42,RACE,290378,16.59,16.48,1,51.12,7.51,384.14,100,67,347
43.42,RACE,291101,16.59,16.48,1,52.17,2.98,155.73,100,62,347
44.43,RACE,291821,16.42,16.48,1,51.47,6.01,309.53,100,65,344
45.44,RACE,292544,16.59,16.48,1,52.1,1.64,85.5,100,61,347
46.44,RACE,293265,16.67,16.48,1,51.27,9.05,464.13,100,69,349
